,adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
4171,False,"[18, 36, 10752]",10655,en,Gettysburg,"In the summer of 1863, General Robert E. Lee leads the Confederate Army of Northern Virginia into Gettysburg, Pennsylvania with the goal of marching through to Washington, D.C. The Union Army of the Potomac, under the command of General George G. Meade, forms a defensive position to confront the rebel forces in what will prove to be the decisive battle of the American Civil War.",11.69,1993-10-08,Gettysburg,False,6.9,258
4172,False,"[27, 878, 53]",5876,en,The Mist,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.",36.548,2007-11-21,The Mist,False,6.9,4505
4173,False,"[10752, 28, 18, 36]",508664,en,Danger Close: The Battle of Long Tan,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",17.419,2019-08-08,Danger Close: The Battle of Long Tan,False,6.9,266
4174,False,"[18, 10752]",17360,en,Escape to Victory,A group of POWs in a German prison camp during World War II play the German National Soccer Team in this powerful film depicting the role of prisoners during wartime.,17.435,1981-06-17,Escape to Victory,False,6.9,796
4175,False,[28],14746,en,Streets of Fire,"Raven Shaddock and his gang of merciless biker friends kidnap rock singer Ellen Aim. Ellen's former lover, soldier-for-hire Tom Cody, happens to be passing through town on a visit. In an attempt to save his star act, Ellen's manager hires Tom to rescue her. Along with a former soldier, they battle through dangerous cityscapes, determined to get Ellen back.",13.139,1984-06-01,Streets of Fire,False,6.9,416
4176,False,"[10751, 16, 12, 35]",953,en,Madagascar,"Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.",64.892,2005-05-25,Madagascar,False,6.9,9920
4177,False,"[28, 12, 53]",646389,en,Plane,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",220.821,2023-01-12,Plane,False,6.9,1352
4178,False,[27],38939,en,Tales from the Crypt,Five people find themselves in a tomb. The Crypt keeper explains why they are there through a series of frightening stories. Based on the classic comic book.,11.017,1972-03-09,Tales from the Crypt,False,6.9,250
4179,False,"[53, 9648]",31997,en,Saboteur,Aircraft factory worker Barry Kane flees across the United States after he is wrongly accused of starting the fire that killed his best friend.,10.787,1942-04-24,Saboteur,False,6.9,411
4180,False,"[12, 28, 14]",8009,en,Highlander,He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.,31.828,1986-03-07,Highlander,False,6.9,2282
4181,False,"[53, 9648]",402,en,Basic Instinct,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,32.971,1992-03-20,Basic Instinct,False,6.9,3368
4182,False,[18],588009,es,Adú,"In a desperate attempt to reach Europe and crouched before an airstrip in Cameroon, a six-year-old boy and his older sister wait to sneak into the holds of an airplane. Not too far away, an environmental activist contemplates the terrible image of an elephant, dead and fangless. Not only do you have to fight against poaching, but you will also have to meet the problems of your newly arrived daughter from Spain. Thousands of kilometers to the north, in Melilla, a group of civil guards prepare to face the furious crowd of sub-Saharan people who have begun the assault on the fence. Three stories linked by a central theme, in which none of its protagonists know that their destinies are doomed to cross and that their lives will no longer be the same.",9.99,2020-01-31,Adú,False,6.9,258
4183,False,"[18, 36, 53]",542928,es,La trinchera infinita,"A small village in Huelva, Andalusia, Spain, 1936. Higinio and Rosa have been married only for a few months when the Civil War breaks out. Higinio, being afraid of possible reprisals from the rebel faction, decides to use a hole dug in his own house as a temporary hideout.",13.059,2019-10-31,The Endless Trench,False,6.9,221
4184,False,"[16, 35, 10751]",1267,en,Meet the Robinsons,"Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",114.573,2007-03-23,Meet the Robinsons,False,6.9,2487
4185,False,"[80, 18, 10749, 53]",912,en,The Thomas Crown Affair,"Young businessman, Thomas Crown is bored and decides to plan a robbery and assigns a professional agent with the right information to the job. However, Crown is soon betrayed yet cannot blow his cover because he’s in love.",20.258,1968-06-26,The Thomas Crown Affair,False,6.9,402
4186,False,"[35, 18, 10749]",236,en,Muriel's Wedding,"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",14.449,1994-09-29,Muriel's Wedding,False,6.9,381
4187,False,"[35, 18, 10402]",739993,en,Metal Lords,"For teenage misfits Hunter and Kevin, the path to glory is clear: Devote themselves to metal. Win Battle of the Bands. And be worshipped like gods.",18.174,2022-04-08,Metal Lords,False,6.9,513
4188,False,"[28, 35]",390043,en,The Hitman's Bodyguard,"The world’s top bodyguard gets a new client, a hitman who must testify at the International Court of Justice. They must put their differences aside and work together to make it to the trial on time.",32.298,2017-08-16,The Hitman's Bodyguard,False,6.9,5643
4189,False,[53],21946,fr,Contre-enquête,A cop investigates whether the man convicted of murdering his daughter is really guilty.,5.937,2007-03-07,Counter Investigation,False,6.9,275
4190,False,"[9648, 53, 27]",11791,en,The Hound of the Baskervilles,"When a nobleman is threatened by a family curse on his newly inherited estate, detective Sherlock Holmes is hired to investigate.",9.634,1959-05-04,The Hound of the Baskervilles,False,6.9,265
4191,False,"[12, 18, 53]",7305,en,Alive,"The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",19.371,1993-01-15,Alive,False,6.9,1265
4192,False,"[10749, 18]",2259,en,The House of the Spirits,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",19.311,1993-10-19,The House of the Spirits,False,6.9,617
4193,False,"[10749, 35]",760517,ko,모럴센스,"Love never hurt so good for two co-workers who enter a contractual relationship as partners in consensual play, pleasure and pain.",21.206,2022-02-11,Love and Leashes,False,6.9,224
4194,False,"[878, 16, 28, 12]",56590,en,All Star Superman,"Lex Luthor enacts his plan to rid the world of Superman, once and for all. Succeeding with solar radiation poisoning, the Man of Steel is slowly dying. With what little times remains, the Last Son of Krypton must confront the revealing of his secret identity to Lois Lane and face Luthor in a final battle.",13.672,2011-02-22,All Star Superman,False,6.9,435
4195,False,[18],22478,en,Another Woman,"Marion is a woman who has learned to shield herself from her emotions. She rents an apartment to work undisturbed on her new book, but by some acoustic anomaly she can hear all that is said in the next apartment in which a psychiatrist holds his office. When she hears a young woman tell that she finds it harder and harder to bear her life, Marion starts to reflect on her own life. After a series of events she comes to understand how her unemotional attitude towards the people around her affected them and herself.",8.083,1988-10-13,Another Woman,False,6.9,215
4196,False,"[10752, 18, 36, 28]",531876,en,The Outpost,"A small unit of U.S. soldiers, alone at the remote Combat Outpost Keating, located deep in the valley of three mountains in Afghanistan, battles to defend against an overwhelming force of Taliban fighters in a coordinated attack. The Battle of Kamdesh, as it was known, was the bloodiest American engagement of the Afghan War in 2009 and Bravo Troop 3-61 CAV became one of the most decorated units of the 19-year conflict.",23.329,2020-06-24,The Outpost,False,6.9,895
4197,False,"[14, 12, 10751]",338952,en,Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",27.368,2018-11-14,Fantastic Beasts: The Crimes of Grindelwald,False,6.9,10056
4198,False,[53],308032,en,The Stanford Prison Experiment,This film is based on the actual events that took place in 1971 when Stanford professor Dr. Philip Zimbardo created what became one of the most shocking and famous social experiments of all time.,15.512,2015-07-17,The Stanford Prison Experiment,False,6.9,849
4199,False,"[18, 10749]",17612,en,Lost and Delirious,"After starting at an upmarket boarding school, a teenage girl forms close friendships with her two older roommates. However, when she discovers that her new friends are lovers she finds herself caught in a complicated situation.",14.244,2001-01-21,Lost and Delirious,False,6.9,440
4200,False,"[18, 12, 36]",15927,en,A Passage to India,"Set during the period of growing influence of the Indian independence movement in the British Raj, the story begins with the arrival in India of a British woman, Miss Adela Quested, who is joining her fiancé, a city magistrate named Ronny Heaslop. She and Ronny's mother, Mrs. Moore, befriend an Indian doctor, Aziz H. Ahmed.",13.056,1984-12-14,A Passage to India,False,6.9,244
4201,False,"[14, 10402]",13192,en,Moonwalker,"A movie that starts out with the ""Man in the Mirror"" music video, it then changes to a montage of video clips of Michael's career. Next comes a parody of his Bad video by children, and then Michael is chased by fans in a fantasy sequence. 2 more videos are shown, and then a movie in which Michael plays a hero with magical powers. In it he is chased by drug dealer Mr. Big and saves three children. Videos included in the movie are ""Smooth Criminal"" and ""Come Together"".",16.806,1988-10-29,Moonwalker,False,6.9,475
4202,False,[35],10218,en,Swingers,"After 6 years together, Mike's girlfriend leaves him, so he travels to LA to be a star. Six months on, he's still not doing very well— so a few of his friends try to reconnect him to the social scene and hopefully help him forget his failed relationship.",14.607,1996-10-18,Swingers,False,6.9,630
4203,False,"[35, 80, 18, 10749]",2469,es,¡Átame!,"Recently released from a mental hospital, Ricky ties up Marina, a film star he once had sex with and keeps her hostage.",12.268,1990-01-22,Tie Me Up! Tie Me Down!,False,6.9,533
4204,False,"[12, 18, 10749]",547,en,The Horse Whisperer,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.,16.457,1998-02-01,The Horse Whisperer,False,6.9,993
4205,False,[53],884971,fr,Goliath,Patrick is a tenacious lawyer specializing in environmental law. France is a schoolteacher who becomes an activist after her husband develops cancer from exposure to a pesticide. Mathias is an ambitious lobbyist working for an international chemical corporation. The paths of these characters collide as the lives of thousands are affected by a tragic act that sparks a powerful movement while the corporation fights to prevent the truth from being revealed.,10.278,2022-03-09,Goliath,False,6.9,273
4206,False,"[18, 35]",31175,de,Soul Kitchen,"In Hamburg, German-Greek chef Zinos unknowingly disturbs the peace in his locals-only restaurant by hiring a more talented chef.",11.279,2009-09-09,Soul Kitchen,False,6.9,468
4207,False,"[12, 16, 9648]",17578,en,The Adventures of Tintin,"Intrepid young reporter, Tintin, and his loyal dog, Snowy, are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson and Thomson, travel half the world, one step ahead of their enemies, as Tintin endeavors to find the Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",24.011,2011-10-24,The Adventures of Tintin,False,6.9,4944
4208,False,"[10402, 18, 10749, 80]",9762,en,Step Up,"Tyler Gage receives the opportunity of a lifetime after vandalizing a performing arts school, gaining him the chance to earn a scholarship and dance with an up and coming dancer, Nora.",22.507,2006-08-11,Step Up,False,6.9,3452
4209,False,"[18, 36, 10752]",293982,pl,Miasto 44,"City of Warsaw, Poland, August 1st, 1944. Citizens have experienced inhuman acts of terror and violence during five long years of Nazi occupation. As the Soviet Army relentlessly approaches, the youngest and bravest among them rise up as one and face tyranny fighting street by street, but the price to pay will be high and hard the way to freedom…",9.037,2014-07-30,Warsaw 44,False,6.9,246
4210,False,"[80, 18, 53]",3472,en,Dirty Pretty Things,An undocumented immigrant finds a human heart in one of the toilets of the west London hotel where he works with other undocumented immigrants.,11.464,2002-09-05,Dirty Pretty Things,False,6.9,382
4211,False,"[28, 35, 80]",796499,en,Army of Thieves,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,37.791,2021-10-27,Army of Thieves,False,6.9,1696
4212,False,"[10749, 35, 80, 18]",256591,en,Focus,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",43.201,2015-02-25,Focus,False,6.9,7194
4213,False,"[10749, 35]",25195,en,Leap Year,"When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",25.194,2010-01-08,Leap Year,False,6.9,1863
4214,False,"[16, 10751, 28, 12, 878]",14613,en,Next Avengers: Heroes of Tomorrow,The children of the Avengers hone their powers and go head to head with the very enemy responsible for their parents' demise.,14.381,2008-09-02,Next Avengers: Heroes of Tomorrow,False,6.9,231
4215,False,"[27, 53]",663712,en,Terrifier 2,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",197.173,2022-10-06,Terrifier 2,False,6.9,1268
4216,False,"[35, 10751, 16]",587807,en,Tom & Jerry,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",60.26,2021-02-10,Tom & Jerry,False,6.9,2237
4217,False,"[35, 18]",502422,en,Thunder Road,A police officer faces a personal meltdown following a divorce and the death of his mother.,9.793,2018-09-12,Thunder Road,False,6.9,352
4218,False,"[35, 18]",2196,en,Death at a Funeral,A myriad of outrageous calamities befalls an eccentric English clan with more than a few skeletons in its closets when the family's patriarch dies an unexpected death.,14.561,2007-08-17,Death at a Funeral,False,6.9,1514
4219,False,"[10751, 14, 35]",662546,en,Godmothered,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",24.428,2020-12-04,Godmothered,False,6.9,535
4220,False,[35],620725,en,Jexi,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",18.066,2019-10-10,Jexi,False,6.9,1052
4221,False,[18],575299,ru,Верность,"Lena is a talented midwife and gynaecologist, her husband Serezha is an actor at a provincial drama theatre. They are close and gentle with each other, but there is no sex. Lena suspects that Serezha has an affair, but she worries quietly and does not reveal her jealousy. Instead of sorting out her relationship with her husband, Lena starts to betray him with chance acquaintances. Gradually Lena’s parallel life gets out of control and changes her original life.",14.531,2019-10-31,Fidelity,False,6.9,208
4222,False,[35],425703,it,Come diventare grandi nonostante i genitori,"More and more parents take competitive behavior towards the teachers of their children: deny votes and programs, vaneggiano of likes, dislikes, and conspiracies. So, instead of helping in the training of their children, they become insurmountable obstacles to their growth. Presumptuously they think: ""We know better than anyone else our children and we know what they are worth and how and what you have to teach.""",4.808,2016-11-23,How to Grow Up Despite Your Parents,False,6.9,231
4223,False,"[28, 12]",44092,zh,剑雨,"Set in ancient China, Zeng Jing is a skilled assassin who finds herself in possession of a mystical Buddhist monk's remains. She begins a quest to return the remains to its rightful resting place, and thus places herself in mortal danger because a team of assassins is in a deadly pursuit to possess the remains which holds an ancient power-wielding secret.",10.077,2010-09-01,Reign of Assassins,False,6.9,207
4224,False,"[18, 10749, 35, 10402]",13497,en,Drumline,"A talented street drummer from Harlem enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",19.484,2002-12-13,Drumline,False,6.9,432
4225,False,"[18, 35, 10749]",7973,ar,سكر بنات,"In a beauty salon in Beirut the lives of five women cross paths. The beauty salon is a colorful and sensual microcosm where they share and entrust their hopes, fears and expectations.",8.389,2007-08-09,Caramel,False,6.9,204
4226,False,"[12, 35, 80, 9648, 10749, 53, 36]",5185,en,The Private Life of Sherlock Holmes,"Holmes and Dr. Watson take on the case of a beautiful woman whose husband has vanished. The investigation proves strange indeed, involving six missing midgets, villainous monks, a Scottish castle, the Loch Ness monster, and covert naval experiments.",10.766,1970-10-29,The Private Life of Sherlock Holmes,False,6.9,239
4227,False,"[18, 878]",83542,en,Cloud Atlas,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",18.311,2012-10-26,Cloud Atlas,False,6.9,6564
4228,False,"[18, 80]",8882,it,Gomorra,"An inside look at Italy's modern-day crime families, the Camorra in Naples and Caserta. Based on a book by Roberto Saviano. Power, money and blood: these are the ""values"" that the residents of the Province of Naples and Caserta have to face every day. They hardly ever have a choice and are forced to obey the rules of the Camorra. Only a lucky few can even think of leading a normal life.",14.431,2008-05-16,Gomorrah,False,6.9,1090
4229,False,"[10749, 35]",565426,en,To All the Boys: P.S. I Still Love You,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,26.109,2020-02-12,To All the Boys: P.S. I Still Love You,False,6.9,2363
4230,False,"[16, 10402, 10751]",355111,en,Barbie in Rock 'N Royals,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences.",17.999,2015-08-12,Barbie in Rock 'N Royals,False,6.9,263
4231,False,"[35, 10749]",137315,it,Tutti i santi giorni,"Guido and Antonia are a young couple with opposing characters and working schedules: he works a night job as a doorman in a hotel, and she works as an employee for a rental car service. This is the story of what happens to Guido and Antonia when they decide to have a child.",7.318,2012-10-10,Every Blessed Day,False,6.9,208
4232,False,"[35, 10749]",67660,en,Think Like a Man,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",13.126,2012-04-20,Think Like a Man,False,6.9,776
4233,False,"[10749, 18, 10770]",18093,en,Northanger Abbey,A young woman's penchant for sensational Gothic novels leads to misunderstandings in the matters of the heart.,11.319,2007-10-24,Northanger Abbey,False,6.9,275
4234,False,"[18, 36]",11170,en,We Are Marshall,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive.",15.833,2006-12-12,We Are Marshall,False,6.9,601
4235,False,"[35, 18]",249,en,The War of the Roses,"The Roses, Barbara and Oliver, live happily as a married couple. Then she starts to wonder what life would be like without Oliver, and likes what she sees. Both want to stay in the house, and so they begin a campaign to force each other to leave. In the middle of the fighting is D'Amato, the divorce lawyer. He gets to see how far both will go to get rid of the other, and boy do they go far.",14.953,1989-12-08,The War of the Roses,False,6.9,985
4236,False,"[16, 10751]",598331,en,Rumble,"In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father’s footsteps by coaching a loveable underdog monster into a champion.",17.145,2021-12-15,Rumble,False,6.9,444
4237,False,"[36, 18]",319337,de,Elser,"The breathtaking story of a man who nearly would have changed the world. In 1939, when Hitler tricked millions of people at the height of his power, radical Georg Elser — disparaged as an assassin — is one of the greatest resistance fighters.",7.415,2015-04-09,13 Minutes,False,6.9,246
4238,False,"[16, 10751, 14]",196254,en,Barbie Mariposa & the Fairy Princess,"Mariposa becomes the Royal Ambassador of Flutterfield, and is sent to bring peace between her fairy land and their rivals, the Crystal Fairies of Shimmervale. While Mariposa doesn't make a great first impression on  the King, she becomes fast friends with his shy daughter, Princess Catania. However, a misunderstanding causes Mariposa to be banished from their fairy land. As Mariposa and Zee returns to Flutterfield, they encounter a dark fairy on her way to destroy Shimmervale. Mariposa rushes back and helps Princess Catania to save their fairy land and together, the two girls prove that the best way to make a friend, is to be a friend.",21.061,2013-08-25,Barbie Mariposa & the Fairy Princess,False,6.9,267
4239,False,"[80, 18, 35]",85889,en,Filth,A bigoted junkie cop suffering from bipolar disorder and drug addiction manipulates and hallucinates his way through the festive season in a bid to secure promotion and win back his wife and daughter.,14.573,2013-09-23,Filth,False,6.9,1531
4240,False,"[28, 35, 80]",64688,en,21 Jump Street,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",29.007,2012-03-14,21 Jump Street,False,6.9,9479
4241,False,"[28, 53, 878]",59967,en,Looper,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",26.769,2012-09-26,Looper,False,6.9,9456
4242,False,[18],7874,en,Black Snake Moan,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it.",17.635,2006-12-31,Black Snake Moan,False,6.9,776
4243,False,"[53, 80]",681580,es,No matarás,A good-natured man has an unexpected deadly confrontation. Instincts kick in to clean up the mess caused in the name of self-defense but does one really get away free after killing someone?,8.353,2020-10-16,Cross the Line,False,6.9,229
4244,False,"[35, 18]",547012,en,Buffaloed,"Set in the underworld of debt-collecting, homegrown hustler Peg Dahl will do anything to escape Buffalo, NY.",13.047,2020-02-14,Buffaloed,False,6.9,204
4245,False,"[28, 12, 16, 35, 10751]",140300,en,Kung Fu Panda 3,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",53.94,2016-01-23,Kung Fu Panda 3,False,6.9,5205
4246,False,"[35, 18, 10749, 10402]",9591,en,That Thing You Do!,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager.",15.548,1996-10-04,That Thing You Do!,False,6.9,730
4247,False,[18],716612,en,Spencer,"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles.",19.842,2021-11-04,Spencer,False,6.9,1427
4248,False,"[35, 18]",369778,fr,Chocolat,"The history of the clown Chocolate, the first black circus artist in France, which has a great success in the late 19th century.",8.048,2016-02-03,Chocolat,False,6.9,670
4249,False,[18],265189,sv,Turist,"While holidaying in the French Alps, a Swedish family deals with acts of cowardliness as an avalanche breaks out.",13.936,2014-08-15,Force Majeure,False,6.9,891
4250,False,"[18, 878, 10749]",51999,en,Perfect Sense,"In Glasgow, Scotland, while a mysterious pandemic begins to spread around the world, Susan, a brilliant epidemiologist, falls in love with Michael, a skillful cook.",15.105,2011-09-29,Perfect Sense,False,6.9,1021
4251,False,"[16, 28, 53, 878]",25565,en,Transformers: Beginnings,"On their home planet of Cybertron, the Autobots and Decepticons are involved in an explosive battle over the coveted AllSpark. With the fate of the universe at stake, the Autobots send it far from the reaches of the ruthless Megatron, leader of the Decepticons. But there are even more surprises in store when it crash-lands on Earth.",75.885,2006-10-16,Transformers: Beginnings,False,6.9,243
4252,False,"[10752, 28, 35, 18]",10015,en,Heartbreak Ridge,"A hard-nosed, hard-living Marine gunnery sergeant clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",18.266,1986-12-05,Heartbreak Ridge,False,6.9,890
4253,False,"[18, 80]",9344,en,Kids,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",22.08,1995-07-28,Kids,False,6.9,970
4254,False,"[12, 28, 53]",710,en,GoldenEye,"When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from a dangerous space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon",31.123,1995-11-16,GoldenEye,False,6.9,3455
4255,False,"[35, 14, 10749]",526050,en,Little,"Jordan Sanders, a take-no-prisoners tech mogul, wakes up one morning in the body of her 13-year-old self right before a do-or-die presentation. Her beleaguered assistant April is the only one in on the secret that her daily tormentor is now trapped in an awkward tween body, just as everything is on the line.",15.018,2019-04-04,Little,False,6.9,649
4256,False,"[53, 9648]",181886,en,Enemy,A mild-mannered college professor discovers a look-alike actor and delves into the other man's private affairs.,19.826,2013-12-31,Enemy,False,6.9,5267
4257,False,"[10751, 10402, 10770, 35]",177888,en,Teen Beach Movie,"Life's a beach for surfers Brady and McKenzie – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other!",15.172,2013-08-07,Teen Beach Movie,False,6.9,850
4258,False,"[18, 10752, 53]",121835,de,Lore,Lore leads her four younger siblings across a war-torn Germany in 1945. Amidst the chaos she encounters a mysterious refugee who shatters her fragile reality with hatred and desire.,9.268,2012-08-02,Lore,False,6.9,251
4259,False,"[18, 10749]",15143,en,Some Kind of Wonderful,"A young tomboy, Watts, finds her feelings for her best friend, Keith, run deeper than just friendship when he gets a date with the most popular girl in school.",11.257,1987-02-27,Some Kind of Wonderful,False,6.9,416
4260,False,"[27, 35, 28]",9362,en,Tremors,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",30.416,1990-01-19,Tremors,False,6.9,2848
4261,False,[18],8942,en,Wendy and Lucy,"Wendy, a near-penniless drifter, is traveling to Alaska in search of work, and her only companion is her dog, Lucy. Already perilously close to losing everything, Wendy hits a bigger bump in the road when her old car breaks down and she is arrested for shoplifting dog food. When she posts bail and returns to retrieve Lucy, she finds that the dog is gone, prompting a frantic search for her pet.",9.449,2008-12-10,Wendy and Lucy,False,6.9,264
4262,False,"[28, 878, 12]",68726,en,Pacific Rim,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",80.663,2013-07-11,Pacific Rim,False,6.9,11371
4263,False,"[35, 18, 10749]",11054,en,Hairspray,"'Pleasantly plump' teenager Tracy Turnblad achieves her dream of becoming a regular on the Corny Collins Dance Show. Now a teen hero, she starts using her fame to speak out for the causes she believes in, most of all integration. In doing so, she earns the wrath of the show's former star, Amber Von Tussle, as well as Amber's manipulative, pro-segregation parents. The rivalry comes to a head as Amber and Tracy vie for the title of Miss Auto Show 1963.",21.004,1988-02-26,Hairspray,False,6.9,369
4264,False,[28],7010,en,The Wild Geese,"A British multinational company seeks to overthrow a vicious dictator in central Africa. It hires a band of (largely aged) mercenaries in London and sends them in to save the virtuous but imprisoned opposition leader who is also critically ill and due for execution. Just when the team has performed a perfect rescue, the multinational does a deal with the vicious dictator leaving the mercenary band to escape under their own steam and exact revenge.",14.052,1978-06-28,The Wild Geese,False,6.9,216
4265,False,"[36, 10752, 18]",788045,nl,Mijn beste vriendin Anne Frank,"Based on the real-life friendship between Anne Frank and Hannah Goslar, from Nazi-occupied Amsterdam to their harrowing reunion in a concentration camp.",13.739,2021-10-07,My Best Friend Anne Frank,False,6.9,203
