,adult,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,video,vote_average,vote_count
2799,False,"[878, 53, 18, 9648, 28]",406990,en,What Happened to Monday,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",34.126,2017-08-18,What Happened to Monday,False,7.2,5588
2800,False,"[10751, 16]",44874,en,Barbie: A Fashion Fairytale,"Join Barbie in a colourful, modern-day fairytale filled with fashion, friends and fun! Barbie and her dog Sequin jet off to visit her Aunt's amazing fashion house in Paris, and much to her surprise it's about to be shut down forever. After she discovers three enchanting Flairies with sparkle-magic powers, Barbie comes up with a brilliant idea to save the business. She even inspires Alice, a shy fashion designer, and together they create a dazzling runway fashion show. Barbie shows that magic happens when you believe in yourself.",32.57,2010-09-14,Barbie: A Fashion Fairytale,False,7.2,679
2801,False,[18],11490,fr,L'enfant,"Bruno and Sonia, a young couple living off her benefit and the thefts committed by his gang, have a new source of money: their newborn son.",5.46,2005-10-19,The Child,False,7.2,230
2802,False,"[80, 18, 53]",11328,da,Pusher II,"Tonny is released from prison - again. This time he has his mind set on changing his broken down life, but that is easier said than done.",11.191,2004-12-25,Pusher II,False,7.2,382
2803,False,"[80, 18, 9648]",4191,fr,La mariée était en noir,"Julie Kohler is prevented from suicide by her mother. She leaves the town. She will track down, charm and kill five men who do not know her. What is her goal? What is her purpose?",6.884,1968-03-22,The Bride Wore Black,False,7.2,217
2804,False,"[12, 18, 36]",978,en,Seven Years in Tibet,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",22.403,1997-09-12,Seven Years in Tibet,False,7.2,2538
2805,False,"[18, 53, 80]",59,en,A History of Violence,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,18.942,2005-09-23,A History of Violence,False,7.2,2833
2806,False,"[36, 18, 9648, 53]",411728,en,The Professor and the Madman,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid 19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",20.073,2019-03-07,The Professor and the Madman,False,7.2,1010
2807,False,"[18, 27, 80, 53]",398173,en,The House That Jack Built,"Failed architect, engineer and vicious murderer Jack narrates the details of some of his most elaborately orchestrated crimes, each of them a towering piece of art that defines his life's work as a serial killer for twelve years.",16.776,2018-10-04,The House That Jack Built,False,7.2,2376
2808,False,"[80, 18, 36]",22302,fr,Polytechnique,A dramatization of the Montreal Massacre of 1989 where several female engineering students were murdered by an unstable misogynist.,12.574,2009-02-06,Polytechnique,False,7.2,539
2809,False,[28],12481,zh,唐山大兄,"Chen is a city boy who moves with his cousins to work at an ice factory. He does this with a family promise never to get involved in any fight. However, when members of his family begin disappearing after meeting the management of the factory, the resulting mystery and pressures force him to break that vow and take on the villainy of the Big Boss.",27.319,1971-10-03,The Big Boss,False,7.2,627
2810,False,"[12, 16, 18]",11837,en,Watership Down,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",8.829,1978-10-14,Watership Down,False,7.2,542
2811,False,"[28, 12, 10752]",1271,en,300,"Based on Frank Miller's graphic novel, ""300"" is very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians; the battle is said to have inspired all of Greece to band together against the Persians, and helped usher in the world's first democracy.",42.623,2006-03-09,300,False,7.2,12605
2812,False,"[18, 36]",363676,en,Sully,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",27.233,2016-09-07,Sully,False,7.2,6564
2813,False,[18],336000,en,The Glass Castle,"A young girl is raised in a dysfunctional family constantly on the run from the FBI. Living in poverty, she comes of age guided by her drunkard, ingenious father who distracts her with magical stories to keep her mind off the family's dire state, and her selfish, nonconformist mother who has no intention of raising a family, along with her younger brother and sister, and her other older sister. Together, they fend for each other as they mature in an unorthodox journey that is their family life.",16.982,2017-08-11,The Glass Castle,False,7.2,719
2814,False,"[28, 9648, 878, 53]",198663,en,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",119.333,2014-09-10,The Maze Runner,False,7.2,15677
2815,False,"[16, 10751, 14, 12]",75258,en,Secret of the Wings,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,45.602,2012-08-17,Secret of the Wings,False,7.2,1083
2816,False,"[35, 10749, 12, 10751]",11575,en,The Great Race,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.",13.785,1965-07-01,The Great Race,False,7.2,271
2817,False,[35],9071,en,Living in Oblivion,"Nick is the director of a low-budget indie film. He tries to keep everything together as his production is plagued with an insecure actress, a megalomaniac star, a pretentious, beret-wearing director of photography, and lousy catering.",11.652,1995-07-21,Living in Oblivion,False,7.2,236
2818,False,"[18, 35]",276,de,Die fetten Jahre sind vorbei,Three activists cobble together a kidnapping plot after they encounter a businessman in his home.,6.581,2004-10-25,The Edukators,False,7.2,303
2819,False,"[12, 18]",272878,en,Max,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,24.209,2015-06-26,Max,False,7.2,725
2820,False,"[80, 18, 10749, 53]",16161,en,Baby Boy,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.",14.738,2001-06-27,Baby Boy,False,7.2,266
2821,False,"[28, 12, 35, 37]",15067,ko,"좋은 놈, 나쁜 놈, 이상한 놈","The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend.",16.243,2008-07-16,"The Good, the Bad, the Weird",False,7.2,640
2822,False,"[35, 18]",11287,en,A League of Their Own,"As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey. Competitive sisters Dottie Hinson and Kit Keller spar with each other, scout Ernie Capadino and grumpy has-been coach Jimmy Dugan on their way to fame.",22.369,1992-07-01,A League of Their Own,False,7.2,1215
2823,False,"[18, 36]",3059,en,Intolerance: Love's Struggle Throughout the Ages,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",12.763,1916-09-04,Intolerance: Love's Struggle Throughout the Ages,False,7.2,295
2824,False,"[27, 14]",373226,es,Belzebuth,"While leading a police investigation of a massacre in a public school at the border of Mexico and U.S.A, special Agent Emanuel Ritter links this strange case to the coming and rising of the ancient demon Belzebuth. But in order to stop the trail of upcoming infanticides, Ritter shall have to confront himself before dealing with the forces of good and evil.",15.201,2019-01-11,Belzebuth,False,7.2,292
2825,False,"[12, 35, 18, 14]",116745,en,The Secret Life of Walter Mitty,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,24.082,2013-12-18,The Secret Life of Walter Mitty,False,7.2,6981
2826,False,"[16, 10751, 35, 9648, 878]",20410,en,Scooby-Doo and the Alien Invaders,"A cosmic case of flying saucers, intergalactic intrigue and out-of-this-world romance launches Scooby-Doo! and the Mystery Inc., Gang into their most unearthly adventure ever.",13.664,2000-10-02,Scooby-Doo and the Alien Invaders,False,7.2,321
2827,False,[18],11093,en,House of Sand and Fog,"Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an unfair legal dispute with the county, she is left with nowhere to go. Wanting her house back, she hires a lawyer and befriends a police officer. Neither Kathy nor Behrani have broken the law, so they find themselves involved in a difficult moral dilemma.",14.934,2003-12-19,House of Sand and Fog,False,7.2,652
2828,False,"[18, 36]",4518,en,Elizabeth,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",15.104,1998-09-13,Elizabeth,False,7.2,1248
2829,False,"[35, 18]",469,en,Stranger Than Paradise,"A Hungarian immigrant, his friend, and his cousin go on an unpredictable adventure across America.",9.064,1984-10-01,Stranger Than Paradise,False,7.2,451
2830,False,"[18, 14, 10751]",749004,fr,Petite maman,Nelly has just lost her grandmother and is helping her parents clean out her mother's childhood home. She explores the house and the surrounding woods. One day she meets a girl her same age building a treehouse.,11.811,2021-06-02,Petite Maman,False,7.2,272
2831,False,"[18, 35]",632666,en,Unpregnant,"A 17-year old Missouri teen discovers she has gotten pregnant, a development that threatens to end her dreams of matriculating at an Ivy League college, and the career that could follow.",9.966,2020-09-10,Unpregnant,False,7.2,245
2832,False,"[18, 36, 10752]",504949,en,The King,"England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V.",21.626,2019-10-11,The King,False,7.2,2861
2833,False,"[28, 35, 10749]",21733,cn,飛龍猛將,"A hot-shot lawyer is hired by a Hong Kong chemical plant to dispose of opposition to their polluting ways. But when he falls for a beautiful woman out to stop the plant, he is torn in a conflict of interest and asks his trusty friends Samo and Biao to help out at least until they discover the true purpose of the plant.",15.249,1988-02-11,Dragons Forever,False,7.2,219
2834,False,[18],14325,en,The Express,"Based on the incredible true story, The Express follows the inspirational life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy.",11.733,2008-10-10,The Express,False,7.2,237
2835,False,"[18, 36]",2117,de,Sophie Scholl – Die letzten Tage,"In 1943, as Hitler continues to wage war across Europe, a group of college students mount an underground resistance movement in Munich. Dedicated expressly to the downfall of the monolithic Third Reich war machine, they call themselves the White Rose. One of its few female members, Sophie Scholl is captured during a dangerous mission to distribute pamphlets on campus with her brother Hans. Unwavering in her convictions and loyalty to the White Rose, her cross-examination by the Gestapo quickly escalates into a searing test of wills as Scholl delivers a passionate call to freedom and personal responsibility.",14.766,2005-02-13,Sophie Scholl: The Final Days,False,7.2,378
2836,False,"[36, 10749, 18]",606,en,Out of Africa,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",16.339,1985-12-20,Out of Africa,False,7.2,1218
2837,False,"[28, 12, 80]",385128,en,F9,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,98.431,2021-05-19,F9,False,7.2,6465
2838,False,"[18, 36, 10752]",10142,en,Casualties of War,"During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.",27.383,1989-08-18,Casualties of War,False,7.2,762
2839,False,"[12, 18, 35]",4538,en,The Darjeeling Limited,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).",17.034,2007-09-07,The Darjeeling Limited,False,7.2,3157
2840,False,"[18, 14, 53, 9648, 27]",2668,en,Sleepy Hollow,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. Locals believe the culprit to be none other than the legendary Headless Horseman.,33.651,1999-11-19,Sleepy Hollow,False,7.2,6081
2841,False,"[80, 18, 53]",327,en,Brother,"A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother’s gang.",12.038,2000-12-13,Brother,False,7.2,375
2842,False,"[80, 53]",10223,en,A Simple Plan,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences.",17.677,1998-12-11,A Simple Plan,False,7.2,760
2843,False,"[9648, 53, 80]",18030,en,Kiss Me Deadly,"One evening, Hammer gives a ride to Christina, an attractive hitchhiker on a lonely country road, who has escaped from the nearby lunatic asylum. Thugs waylay them and force his car to crash. When Hammer returns to semi-consciousness, he hears Christina being tortured until she dies. Hammer, both for vengeance and in hopes that ""something big"" is behind it all, decides to pursue the case.",11.246,1955-04-28,Kiss Me Deadly,False,7.2,321
2844,False,"[16, 10751, 12]",14903,en,Pooh's Grand Adventure: The Search for Christopher Robin,"Pooh gets confused when Christopher Robin leaves him a note to say that he has gone back to school after the holidays. So Pooh, Piglet, Tigger, Eeyore and Rabbit go in search of Christopher Robin which leads to a big adventure.",22.197,1997-08-05,Pooh's Grand Adventure: The Search for Christopher Robin,False,7.2,315
2845,False,"[12, 16, 35, 10751]",12230,en,One Hundred and One Dalmatians,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement. In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",45.571,1961-01-25,One Hundred and One Dalmatians,False,7.2,5698
2846,False,"[35, 18, 10751]",118628,hi,इंग्लिश विंग्लिश,"In the United States for the first time, an Indian housewife with a limited command of English turns Manhattan into her personal language school.",8.887,2012-09-21,English Vinglish,False,7.2,226
2847,False,"[18, 10749]",51241,fr,Les amours imaginaires,"Francis is a young gay man, Marie is a young straight woman and the two of them are best friends -- until the day the gorgeous Nicolas walks into a Montreal coffee shop. The two friends, instantly and equally infatuated, compete for Nicolas' indeterminate affections, a conflict that climaxes when the trio visit the vacation home of Nicolas' mother. The frothy comedy unfolds through narrative, fantasy sequences and confessional monologues.",9.956,2010-10-09,Heartbeats,False,7.2,963
2848,False,[18],13920,en,Radio,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.",24.636,2003-10-24,Radio,False,7.2,603
2849,False,"[18, 36, 10752]",11165,en,Tora! Tora! Tora!,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",19.368,1970-01-26,Tora! Tora! Tora!,False,7.2,454
2850,False,"[18, 35, 12]",8075,fr,Week End,"A supposedly idyllic weekend trip to the countryside turns into a never-ending nightmare of traffic jams, revolution, cannibalism and murder as French bourgeois society starts to collapse under the weight of its own consumer preoccupations.",7.373,1967-12-29,Weekend,False,7.2,240
2851,False,"[80, 18, 9648, 10749, 53]",506,en,Marnie,"Marnie is a thief, a liar, and a cheat. When her new boss, Mark Rutland, catches on to her routine kleptomania, she finds herself being blackmailed.",21.167,1964-07-17,Marnie,False,7.2,974
2852,False,"[27, 18, 9648]",530385,en,Midsommar,"Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.",41.455,2019-07-03,Midsommar,False,7.2,5940
2853,False,"[10752, 18, 36]",475094,de,Der Hauptmann,"Germany, 1945. Soldier Willi Herold, a deserter of the German army, stumbles into a uniform of Nazi captain abandoned during the last and desperate weeks of the Third Reich. Newly emboldened by the allure of a suit that he has stolen only to stay warm, Willi discovers that many Germans will follow the leader, whoever he is.",9.517,2018-02-02,The Captain,False,7.2,364
2854,False,"[18, 35]",20283,en,Breaking Away,"Dave, nineteen, has just graduated high school, with his 3 friends, The comical Cyril, the warm hearted but short-tempered Moocher, and the athletic, spiteful but good-hearted Mike. Now, Dave enjoys racing bikes and hopes to race the Italians one day, and even takes up the Italian culture, much to his friends and parents annoyance.",8.119,1979-05-24,Breaking Away,False,7.2,225
2855,False,"[35, 80]",11485,en,Take the Money and Run,"Virgil Starkwell is intent on becoming a notorious bank robber. Unfortunately for Virgil and his not-so-budding career, he is completely incompetent.",10.824,1969-08-18,Take the Money and Run,False,7.2,668
2856,False,"[18, 10752, 36]",403300,en,A Hidden Life,Austrian farmer Franz Jägerstätter faces the threat of execution for refusing to fight for the Nazis during World War II.,16.628,2019-12-11,A Hidden Life,False,7.2,558
2857,False,"[18, 35]",130739,de,Oh Boy,A fateful day pushes an aimless college dropout to stop wasting his time and finally engage with life.,8.95,2012-11-01,A Coffee in Berlin,False,7.2,295
2858,False,"[18, 35]",34070,sv,Sånger från andra våningen,A monumental traffic jam serves as the backdrop for the lives of the inhabitants of a Swedish city.,9.315,2000-10-06,Songs from the Second Floor,False,7.2,239
2859,False,"[18, 53]",2760,en,The Lodger: A Story of the London Fog,"London. A mysterious serial killer brutally murders young blond women by stalking them in the night fog. One foggy, sinister night, a young man who claims his name is Jonathan Drew arrives at the guest house run by the Bunting family and rents a room.",11.023,1927-02-14,The Lodger: A Story of the London Fog,False,7.2,246
2860,False,"[18, 36, 10752, 28]",2024,en,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",35.196,2000-06-28,The Patriot,False,7.2,3461
2861,False,[27],836225,en,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",111.547,2022-03-11,The Exorcism of God,False,7.2,821
2862,False,"[16, 28]",618353,en,Batman: Death in the Family,Tragedy strikes the Batman's life again when Robin Jason Todd tracks down his birth mother only to run afoul of the Joker. An adaptation of the 1988 comic book storyline of the same name.,33.85,2020-10-13,Batman: Death in the Family,False,7.2,381
2863,False,"[35, 12, 10751, 14]",527435,en,The Christmas Chronicles,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",17.759,2018-11-22,The Christmas Chronicles,False,7.2,1904
2864,False,"[18, 80, 9648, 36]",98120,it,Romanzo di una strage,"On December 12, 1969, a bomb kills 17 people at the Piazza Fontana national bank in Milan, Italy, marking the beginning of the Years of Lead. Local anarchists are scapegoated for the massacre by police and the media, but a lone prosecutor uncovers a conspiracy of far-right groups, corrupt secret services, and other interests that seek to undermine democracy.",7.441,2012-03-30,Piazza Fontana: The Italian Conspiracy,False,7.2,210
2865,False,[18],68722,en,The Master,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",18.762,2012-09-07,The Master,False,7.2,2650
2866,False,"[18, 10749, 12, 10402]",16520,en,The King and I,"Widowed Welsh mother Anna Loenowens becomes a governess and English tutor to the wives and many children of the stubborn King Mongkut of Siam. Anna and the King have a clash of personalities as she works to teach the royal family about the English language, customs and etiquette, and rushes to prepare a party for a group of European diplomats who must change their opinions about the King.",13.213,1956-06-29,The King and I,False,7.2,328
2867,False,"[18, 10749, 53]",8088,es,Los abrazos rotos,"Harry Caine, a blind writer, reaches this moment in time when he has to heal his wounds from 14 years back. He was then still known by his real name, Mateo Blanco, and directing his last movie.",14.393,2009-03-18,Broken Embraces,False,7.2,589
2868,False,"[12, 10751, 18]",754067,fr,Mystère,"Stéphane decides to move to the beautiful mountains of Cantal in order to reconnect with his 8-year-old daughter, Victoria, who has been silent since her mother's disappearance. During a walk in the forest, a shepherd gives Victoria a puppy named ""Mystery"" who will gradually give her a taste for life. But very quickly, Stéphane discovers that the animal is in reality a wolf… Despite the warnings and the danger of this situation, he cannot bring himself to separate his daughter from this seemingly harmless ball of hair.",16.141,2021-12-15,Vicky and Her Mystery,False,7.2,455
2869,False,[18],325113,en,A Girl Like Her,"Sophomore year has been a nightmare for Jessica Burns. Relentlessly harassed by her former friend Avery Keller, Jessica doesn't know what she did to deserve the abuse from one of South Brookdale High's most popular and beautiful students. But when a shocking event changes both of their lives, a documentary film crew, a hidden digital camera, and the attention of a reeling community begin to reveal the powerful truth about A Girl Like Her.",6.849,2015-03-27,A Girl Like Her,False,7.2,205
2870,False,"[878, 53, 18]",49047,en,Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",20.012,2013-10-03,Gravity,False,7.2,14251
2871,False,"[35, 28]",24804,en,Black Dynamite,"This is the story of 1970s African-American action legend Black Dynamite. The Man killed his brother, pumped heroin into local orphanages, and flooded the ghetto with adulterated malt liquor. Black Dynamite was the one hero willing to fight The Man all the way from the blood-soaked city streets to the hallowed halls of the Honky House...",9.81,2009-10-16,Black Dynamite,False,7.2,518
2872,False,"[18, 10749, 878]",226448,en,In Your Eyes,"Two seemingly unconnected souls from different corners of the United States make a telepathic bond that allows them to see, hear and feel the other's experiences, creating a bond that apparently can't be broken.",10.119,2014-04-20,In Your Eyes,False,7.2,643
2873,False,"[35, 18]",40807,en,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.",15.877,2011-09-30,50/50,False,7.2,3426
2874,False,"[18, 35]",1420,en,Breakfast on Pluto,"In the 1970s, a foundling lass, Patrick ""Kitten"" Braden, comes of age by leaving her Irish town for London, in part to look for her mother and in part because her transgender nature is beyond the town's understanding.",12.351,2005-09-03,Breakfast on Pluto,False,7.2,320
2875,False,"[18, 10751]",1088,en,Whale Rider,"On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.",11.857,2003-01-30,Whale Rider,False,7.2,330
2876,False,"[35, 18, 10749]",814340,en,Cha Cha Real Smooth,"Fresh out of college and stuck at his New Jersey home without a clear path forward, 22-year-old Andrew begins working as a party starter for bar/bat mitzvahs—where he strikes up a unique friendship with a young mom and her teenage daughter.",17.868,2022-06-17,Cha Cha Real Smooth,False,7.2,214
2877,False,[18],294016,en,Trumbo,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,12.107,2015-10-27,Trumbo,False,7.2,1445
2878,False,"[18, 10749, 35]",9441,en,Stepmom,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",17.789,1998-12-25,Stepmom,False,7.2,1283
2879,False,[35],44741,it,Malizia,"A widower and two of his sons become infatuated by their beautiful housekeeper, and all three set out to seduce her using their own unique methods.",32.549,1973-03-29,Malicious,False,7.2,241
2880,False,"[10751, 35]",13156,en,Secondhand Lions,"The comedic adventures of an introverted boy left on the doorstep of a pair of reluctant, eccentric great-uncles, whose exotic remembrances stir the boy's spirit and re-ignite the men's lives.",16.256,2003-09-19,Secondhand Lions,False,7.2,680
2881,False,"[12, 18, 36, 28, 10752]",12289,zh,赤壁,"In 208 A.D., in the final days of the Han Dynasty, shrewd Prime Minster Cao convinced the fickle Emperor Han the only way to unite all of China was to declare war on the kingdoms of Xu in the west and East Wu in the south. Thus began a military campaign of unprecedented scale. Left with no other hope for survival, the kingdoms of Xu and East Wu formed an unlikely alliance.",18.421,2008-07-10,Red Cliff,False,7.2,721
2882,False,"[35, 10751]",9820,en,The Parent Trap,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. Unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",58.441,1998-07-28,The Parent Trap,False,7.2,3693
2883,False,"[18, 53, 9648]",4176,en,Murder on the Orient Express,"In 1935, when his train is stopped by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before.",16.566,1974-11-22,Murder on the Orient Express,False,7.2,1214
2884,False,"[18, 878, 10752]",281338,en,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",40.663,2017-07-11,War for the Planet of the Apes,False,7.2,7901
2885,False,"[14, 10749, 878, 18, 12, 10751, 28]",279229,de,Saphirblau,"Gwen has just discovered, that she's the final member of the secret time-traveling Circle of Twelve. Now she has to juggle with constant trips to the past, her relationships with Gideon and figuring out dark secrets surrounding the Circle.",17.4,2014-08-14,Sapphire Blue,False,7.2,935
2886,False,"[16, 878, 28, 12, 10751]",1857,en,The Transformers: The Movie,"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",25.685,1986-08-08,The Transformers: The Movie,False,7.2,428
2887,False,"[16, 10751, 35, 878]",1010820,en,Groot's Pursuit,"Groot investigates a spooky noise that’s been haunting the Quadrant, which leads to an intense dance off.",27.703,2022-08-10,Groot's Pursuit,False,7.2,215
2888,False,"[14, 12, 10751]",245842,en,The King's Daughter,"King Louis XIV's quest for immortality leads him to capture and steal a mermaid's life force, a move that is further complicated by his illegitimate daughter's discovery of the creature.",19.23,2022-01-21,The King's Daughter,False,7.2,629
2889,False,"[28, 53, 80]",209764,ko,더 테러 라이브,A newsman discovers he's been rigged with a bomb after he has an exclusive interview with a terrorist who blew up a bridge.,8.478,2013-07-31,The Terror Live,False,7.2,201
2890,False,"[80, 18, 9648]",22527,en,The Wrong Man,"In 1953, an innocent man named Christopher Emmanuel ""Manny"" Balestrero is arrested after being mistaken for an armed robber.",11.754,1956-12-22,The Wrong Man,False,7.2,443
2891,False,"[53, 18, 28]",8963,en,Crimson Tide,"After the Cold War, a breakaway Russian republic with nuclear warheads becomes a possible worldwide threat. U.S. submarine Capt. Frank Ramsey signs on a relatively green but highly recommended Lt. Cmdr. Ron Hunter to the USS Alabama, which may be the only ship able to stop a possible Armageddon. When Ramsay insists that the Alabama must act aggressively, Hunter, fearing they will start rather than stop a disaster, leads a potential mutiny to stop him.",16.863,1995-05-12,Crimson Tide,False,7.2,1514
